"age","marital","education","housing","loan","contact","month","duration","pdays","TermDeposit"
39,"divorced","primary","yes","no","cellular","may",22,-1,"no"
54,"married","secondary","no","no","cellular","aug",226,-1,"no"
46,"single","secondary","yes","no","unknown","may",194,-1,"no"
34,"married","tertiary","no","yes","cellular","nov",366,-1,"no"
42,"married","unknown","yes","no","unknown","jun",16,-1,"no"
34,"single","secondary","yes","no","cellular","apr",169,-1,"no"
45,"married","secondary","no","no","cellular","jul",301,88,"no"
62,"divorced","tertiary","no","no","cellular","oct",534,-1,"no"
53,"married","secondary","no","yes","cellular","feb",150,-1,"no"
43,"divorced","tertiary","yes","no","cellular","may",313,369,"no"
53,"married","secondary","no","no","unknown","jun",154,-1,"no"
26,"single","tertiary","no","no","cellular","jan",1387,-1,"yes"
52,"married","secondary","no","no","unknown","may",227,-1,"no"
28,"single","secondary","no","no","cellular","jul",118,-1,"no"
34,"married","secondary","yes","no","cellular","feb",173,258,"no"
36,"divorced","primary","no","no","cellular","feb",306,-1,"no"
38,"single","tertiary","yes","no","cellular","may",119,-1,"no"
33,"married","tertiary","no","no","cellular","jun",92,301,"no"
55,"married","tertiary","no","no","unknown","may",278,-1,"no"
33,"married","secondary","no","yes","cellular","feb",214,-1,"no"
58,"married","secondary","yes","no","telephone","apr",21,-1,"no"
32,"single","secondary","yes","yes","unknown","may",202,-1,"no"
34,"married","secondary","yes","yes","cellular","jun",153,309,"no"
37,"divorced","primary","yes","no","telephone","may",42,-1,"no"
21,"single","secondary","no","no","unknown","oct",5,-1,"no"
68,"divorced","secondary","no","no","telephone","jul",897,-1,"yes"
32,"single","secondary","yes","yes","cellular","may",121,-1,"no"
50,"married","secondary","no","no","cellular","feb",276,195,"no"
43,"married","secondary","yes","no","cellular","may",141,-1,"no"
41,"married","tertiary","no","no","cellular","aug",338,-1,"no"
30,"single","secondary","yes","no","unknown","jun",862,-1,"yes"
46,"married","primary","no","no","unknown","may",222,-1,"no"
45,"married","tertiary","no","no","unknown","jun",202,-1,"no"
41,"married","secondary","yes","no","cellular","may",874,363,"yes"
57,"married","secondary","yes","yes","unknown","may",200,-1,"no"
39,"single","secondary","no","no","cellular","aug",395,-1,"yes"
43,"married","secondary","no","no","cellular","apr",488,-1,"no"
55,"married","tertiary","no","no","cellular","aug",1650,-1,"no"
35,"single","secondary","yes","no","unknown","jun",110,-1,"no"
47,"single","tertiary","yes","no","cellular","feb",100,-1,"no"
34,"single","tertiary","no","no","cellular","may",376,97,"no"
52,"married","unknown","yes","no","cellular","jan",144,197,"no"
31,"divorced","tertiary","no","no","cellular","jul",355,-1,"yes"
31,"married","tertiary","yes","no","cellular","jul",147,-1,"no"
34,"married","tertiary","yes","yes","cellular","jul",1165,-1,"no"
47,"married","primary","yes","no","cellular","feb",38,-1,"no"
43,"single","tertiary","yes","no","unknown","may",58,-1,"no"
58,"divorced","secondary","no","no","unknown","jun",67,-1,"no"
42,"married","unknown","no","no","cellular","aug",80,-1,"no"
58,"married","primary","no","no","cellular","aug",109,-1,"no"
33,"married","secondary","yes","yes","cellular","may",732,291,"yes"
42,"divorced","secondary","yes","no","unknown","may",15,-1,"no"
60,"married","primary","no","no","unknown","jun",442,-1,"no"
42,"married","secondary","no","no","unknown","jun",216,-1,"no"
31,"divorced","secondary","yes","no","telephone","nov",194,-1,"no"
30,"married","tertiary","yes","no","cellular","jun",194,-1,"yes"
24,"single","secondary","no","no","cellular","apr",354,-1,"yes"
41,"divorced","tertiary","no","no","cellular","oct",302,119,"no"
39,"married","secondary","no","no","unknown","jun",256,-1,"no"
35,"married","secondary","yes","no","cellular","apr",202,280,"no"
33,"married","secondary","yes","no","unknown","may",383,-1,"no"
34,"divorced","secondary","yes","no","cellular","nov",88,126,"no"
36,"single","secondary","yes","no","cellular","may",200,-1,"no"
40,"married","secondary","yes","yes","unknown","may",76,-1,"no"
40,"married","secondary","yes","no","cellular","may",64,336,"no"
34,"single","secondary","yes","no","unknown","may",313,-1,"no"
56,"divorced","secondary","yes","no","cellular","aug",419,-1,"yes"
50,"married","unknown","yes","no","unknown","may",243,-1,"no"
23,"single","tertiary","no","no","cellular","sep",210,92,"no"
36,"married","secondary","yes","no","unknown","may",235,-1,"no"
48,"married","secondary","no","no","cellular","aug",195,-1,"no"
46,"single","tertiary","no","no","cellular","aug",142,-1,"no"
31,"single","tertiary","yes","no","cellular","may",414,175,"no"
29,"single","secondary","yes","yes","cellular","may",67,-1,"no"
43,"married","primary","yes","yes","cellular","jul",87,-1,"no"
57,"married","secondary","no","no","cellular","feb",1063,-1,"yes"
60,"married","secondary","no","no","cellular","aug",418,-1,"no"
46,"single","secondary","yes","no","unknown","jun",214,-1,"no"
46,"married","secondary","no","no","cellular","jul",72,-1,"no"
55,"married","secondary","yes","yes","unknown","jun",124,-1,"no"
46,"married","secondary","yes","yes","cellular","apr",164,300,"no"
50,"married","secondary","yes","yes","cellular","nov",126,-1,"no"
34,"married","tertiary","no","no","cellular","jan",216,-1,"no"
25,"single","tertiary","yes","no","cellular","jul",134,-1,"no"
57,"married","tertiary","no","no","cellular","jan",91,94,"no"
30,"divorced","secondary","yes","no","unknown","may",154,-1,"no"
42,"divorced","secondary","no","no","cellular","jul",360,-1,"no"
25,"single","tertiary","no","no","cellular","apr",124,-1,"no"
29,"single","secondary","yes","yes","unknown","may",92,-1,"no"
24,"single","unknown","no","no","cellular","jun",1094,-1,"no"
42,"married","primary","yes","no","unknown","may",171,-1,"no"
35,"married","tertiary","no","no","cellular","may",74,168,"no"
36,"married","secondary","yes","yes","unknown","may",263,-1,"no"
34,"single","tertiary","yes","no","unknown","may",864,-1,"yes"
70,"married","tertiary","no","no","telephone","oct",90,-1,"no"
24,"single","secondary","yes","no","cellular","may",317,355,"no"
45,"single","unknown","no","no","cellular","nov",279,-1,"no"
48,"married","primary","no","no","cellular","jul",362,-1,"no"
34,"married","tertiary","no","no","cellular","aug",166,-1,"no"
47,"married","secondary","no","yes","unknown","jun",128,-1,"no"
60,"married","primary","no","no","telephone","aug",67,-1,"no"
39,"married","tertiary","yes","no","unknown","may",107,-1,"no"
34,"single","secondary","no","no","cellular","nov",205,-1,"no"
44,"married","tertiary","no","no","cellular","aug",114,-1,"no"
33,"single","secondary","yes","yes","unknown","jun",185,-1,"no"
30,"married","secondary","no","no","cellular","nov",105,-1,"no"
46,"divorced","secondary","yes","no","cellular","apr",225,150,"no"
57,"divorced","tertiary","yes","no","cellular","aug",865,-1,"yes"
28,"single","tertiary","yes","no","telephone","may",203,-1,"no"
40,"married","primary","yes","no","cellular","apr",76,-1,"no"
41,"single","secondary","yes","no","unknown","jul",479,-1,"yes"
33,"married","primary","no","no","unknown","sep",9,-1,"no"
54,"married","secondary","yes","no","cellular","apr",268,331,"no"
36,"married","secondary","yes","no","unknown","jun",100,-1,"no"
50,"married","secondary","yes","no","cellular","may",168,-1,"no"
35,"married","secondary","yes","no","unknown","jun",90,-1,"no"
46,"married","secondary","yes","yes","cellular","may",50,277,"no"
37,"married","tertiary","yes","no","cellular","apr",261,-1,"no"
39,"married","tertiary","yes","no","cellular","aug",313,102,"no"
27,"single","secondary","no","no","cellular","jul",260,-1,"no"
55,"married","primary","no","no","unknown","jun",306,-1,"no"
54,"married","secondary","yes","no","unknown","may",220,-1,"no"
40,"single","tertiary","yes","no","cellular","jul",96,-1,"no"
40,"married","tertiary","yes","yes","unknown","may",195,-1,"no"
48,"divorced","secondary","yes","no","cellular","may",146,370,"no"
29,"divorced","secondary","no","no","unknown","may",393,-1,"no"
25,"single","secondary","no","no","cellular","jul",736,-1,"no"
49,"married","secondary","yes","no","cellular","may",190,276,"no"
45,"divorced","secondary","no","yes","cellular","jul",574,-1,"yes"
30,"single","secondary","yes","no","cellular","nov",45,-1,"no"
32,"single","primary","yes","no","cellular","may",716,-1,"yes"
36,"married","tertiary","yes","no","unknown","may",168,-1,"no"
35,"married","secondary","yes","yes","cellular","jan",41,184,"no"
32,"married","unknown","no","no","cellular","feb",79,-1,"no"
35,"married","secondary","yes","no","cellular","may",249,365,"no"
32,"married","secondary","yes","no","cellular","nov",179,197,"no"
32,"divorced","secondary","yes","no","unknown","may",155,-1,"no"
24,"married","unknown","no","no","cellular","apr",324,-1,"yes"
48,"married","secondary","yes","no","cellular","nov",581,-1,"no"
36,"married","secondary","no","no","unknown","jun",408,-1,"no"
60,"married","primary","no","no","cellular","aug",182,95,"no"
40,"divorced","tertiary","yes","no","cellular","nov",64,-1,"no"
52,"divorced","secondary","no","no","unknown","jul",86,-1,"no"
32,"single","secondary","no","no","cellular","aug",190,-1,"no"
44,"married","primary","no","no","cellular","nov",570,-1,"no"
41,"married","secondary","yes","no","cellular","may",606,335,"no"
30,"married","secondary","yes","no","cellular","aug",73,-1,"no"
35,"divorced","secondary","no","no","cellular","aug",77,-1,"no"
41,"single","tertiary","no","no","cellular","aug",408,-1,"no"
59,"married","tertiary","no","yes","telephone","jul",159,-1,"no"
34,"married","secondary","yes","yes","unknown","jun",102,-1,"no"
40,"married","tertiary","yes","no","cellular","jul",97,-1,"no"
39,"single","secondary","no","no","cellular","aug",70,-1,"no"
23,"single","secondary","yes","no","unknown","may",134,-1,"no"
35,"married","secondary","yes","no","cellular","nov",233,190,"no"
54,"divorced","secondary","yes","yes","cellular","may",9,350,"no"
41,"divorced","secondary","yes","no","unknown","may",60,-1,"no"
51,"divorced","secondary","yes","no","unknown","may",186,-1,"no"
26,"single","tertiary","no","no","cellular","apr",99,-1,"no"
56,"married","tertiary","no","no","unknown","jun",345,-1,"no"
42,"married","secondary","yes","yes","unknown","jun",229,-1,"no"
32,"single","tertiary","yes","no","cellular","apr",1156,261,"no"
56,"married","tertiary","no","no","cellular","aug",82,-1,"no"
71,"divorced","secondary","no","no","cellular","sep",369,-1,"yes"
48,"single","tertiary","yes","no","cellular","may",124,344,"no"
29,"single","tertiary","no","no","cellular","mar",228,91,"no"
31,"married","secondary","yes","no","cellular","jul",100,-1,"no"
39,"single","secondary","yes","no","cellular","may",57,344,"no"
37,"single","tertiary","no","no","unknown","jun",407,-1,"no"
29,"married","secondary","yes","no","unknown","may",238,-1,"no"
30,"married","secondary","no","no","cellular","apr",86,-1,"no"
33,"married","secondary","yes","yes","unknown","may",241,-1,"no"
47,"married","secondary","no","no","cellular","aug",139,-1,"no"
52,"married","secondary","yes","no","telephone","nov",72,-1,"no"
36,"divorced","tertiary","yes","no","cellular","may",235,293,"no"
52,"married","tertiary","no","no","cellular","jul",32,-1,"no"
50,"married","tertiary","no","no","unknown","jul",60,-1,"no"
50,"married","secondary","yes","no","cellular","apr",599,-1,"no"
32,"married","secondary","yes","no","unknown","may",653,-1,"yes"
30,"married","secondary","yes","no","unknown","may",659,-1,"no"
27,"single","secondary","yes","no","cellular","may",153,-1,"no"
29,"married","tertiary","yes","no","cellular","apr",143,-1,"no"
34,"single","tertiary","no","no","cellular","aug",123,-1,"no"
40,"married","secondary","no","no","unknown","may",79,-1,"no"
54,"single","tertiary","yes","no","unknown","may",809,-1,"no"
40,"married","secondary","yes","no","cellular","feb",252,-1,"no"
43,"married","tertiary","no","no","cellular","nov",55,-1,"no"
41,"married","tertiary","no","no","cellular","aug",1242,-1,"yes"
33,"single","secondary","yes","no","cellular","aug",105,-1,"no"
36,"single","secondary","yes","no","unknown","may",617,-1,"no"
48,"married","secondary","no","no","cellular","feb",201,-1,"no"
43,"married","tertiary","yes","no","cellular","nov",435,-1,"no"
27,"married","secondary","yes","no","cellular","feb",140,-1,"no"
49,"married","primary","no","no","telephone","jul",161,-1,"no"
43,"single","primary","yes","no","unknown","jun",317,-1,"no"
47,"married","tertiary","yes","no","cellular","jul",189,-1,"no"
34,"married","secondary","yes","yes","cellular","may",111,-1,"no"
52,"married","secondary","no","no","cellular","aug",356,-1,"no"
32,"single","tertiary","no","no","cellular","sep",110,95,"no"
42,"married","secondary","yes","no","unknown","may",115,-1,"no"
34,"married","primary","yes","no","cellular","apr",297,-1,"no"
36,"married","tertiary","yes","no","cellular","may",104,181,"no"
48,"married","secondary","yes","no","telephone","jul",76,-1,"no"
51,"divorced","secondary","no","no","cellular","aug",131,-1,"no"
33,"married","secondary","no","no","cellular","apr",108,-1,"yes"
40,"divorced","secondary","yes","no","cellular","jul",367,-1,"no"
41,"married","secondary","no","no","cellular","nov",65,110,"no"
34,"single","tertiary","yes","no","cellular","jul",87,-1,"no"
29,"married","secondary","no","no","unknown","may",469,-1,"no"
27,"single","secondary","yes","yes","cellular","feb",147,216,"no"
40,"divorced","tertiary","yes","no","cellular","jul",919,-1,"no"
38,"single","secondary","yes","no","unknown","may",61,-1,"no"
30,"married","secondary","yes","no","cellular","feb",191,-1,"no"
47,"married","secondary","no","no","cellular","aug",203,-1,"no"
32,"divorced","secondary","no","yes","unknown","may",703,-1,"no"
29,"married","secondary","yes","no","unknown","may",179,-1,"no"
31,"married","secondary","no","no","cellular","dec",310,-1,"yes"
46,"married","secondary","yes","no","cellular","may",20,-1,"no"
51,"married","primary","yes","no","unknown","may",415,-1,"no"
41,"single","tertiary","yes","no","cellular","jul",162,-1,"no"
45,"married","primary","yes","no","unknown","may",233,-1,"no"
31,"single","secondary","yes","yes","telephone","may",243,-1,"no"
28,"single","secondary","yes","no","cellular","may",115,-1,"no"
45,"married","secondary","no","no","cellular","jul",73,-1,"no"
33,"single","secondary","no","no","cellular","jan",305,274,"yes"
28,"single","tertiary","yes","no","cellular","may",32,14,"no"
36,"single","secondary","no","no","cellular","feb",77,-1,"no"
32,"single","primary","no","yes","cellular","nov",42,-1,"no"
55,"married","primary","no","yes","cellular","jul",162,-1,"no"
37,"married","secondary","no","yes","cellular","may",254,-1,"no"
32,"married","tertiary","no","no","cellular","aug",167,-1,"no"
31,"single","secondary","yes","no","cellular","may",291,364,"no"
34,"single","secondary","yes","no","cellular","jan",83,262,"no"
31,"single","tertiary","no","no","cellular","aug",38,-1,"no"
44,"married","secondary","no","no","unknown","jun",406,-1,"no"
51,"married","primary","yes","yes","cellular","jul",946,-1,"yes"
29,"married","tertiary","yes","no","unknown","may",121,-1,"no"
59,"married","tertiary","no","no","unknown","jun",181,-1,"no"
22,"single","secondary","no","no","cellular","jun",181,-1,"no"
41,"married","secondary","no","no","cellular","aug",169,-1,"no"
46,"married","secondary","yes","no","cellular","jul",1013,-1,"yes"
45,"single","secondary","yes","no","cellular","may",38,-1,"no"
50,"married","tertiary","yes","no","telephone","jul",111,-1,"no"
55,"married","secondary","no","no","cellular","jul",267,-1,"no"
29,"married","secondary","yes","yes","cellular","may",152,344,"no"
40,"married","tertiary","yes","yes","cellular","jan",260,268,"no"
59,"married","primary","no","no","cellular","jan",98,154,"no"
71,"married","tertiary","no","no","cellular","aug",265,190,"no"
59,"married","primary","yes","no","cellular","nov",531,134,"no"
49,"single","primary","no","no","telephone","jul",115,-1,"no"
45,"married","unknown","no","no","unknown","jun",16,-1,"no"
41,"single","unknown","yes","no","unknown","jun",75,-1,"no"
26,"single","secondary","yes","no","cellular","feb",810,268,"yes"
36,"single","primary","no","no","unknown","jun",1478,-1,"no"
47,"married","secondary","no","no","cellular","aug",109,-1,"no"
44,"married","secondary","no","no","cellular","aug",251,-1,"no"
54,"divorced","primary","no","no","unknown","jun",127,-1,"no"
45,"married","tertiary","no","no","unknown","jun",83,-1,"no"
57,"married","secondary","no","no","cellular","aug",119,-1,"no"
30,"single","secondary","yes","no","cellular","may",170,-1,"no"
35,"married","secondary","no","no","cellular","aug",137,-1,"no"
46,"married","secondary","yes","no","cellular","mar",243,239,"yes"
32,"married","secondary","yes","no","cellular","apr",177,-1,"yes"
34,"married","tertiary","yes","no","cellular","may",459,-1,"yes"
38,"married","primary","yes","no","unknown","jun",29,-1,"no"
48,"married","primary","no","no","cellular","aug",157,-1,"no"
35,"married","tertiary","yes","no","cellular","apr",139,243,"no"
47,"married","tertiary","no","no","cellular","aug",207,-1,"no"
34,"married","tertiary","no","no","cellular","nov",222,-1,"no"
48,"single","secondary","no","no","cellular","nov",442,-1,"no"
33,"single","tertiary","no","no","cellular","aug",182,-1,"no"
33,"married","tertiary","no","no","cellular","apr",439,-1,"yes"
29,"married","secondary","yes","no","unknown","jun",267,-1,"no"
36,"divorced","secondary","yes","no","cellular","may",66,-1,"no"
50,"married","tertiary","yes","no","unknown","may",388,-1,"no"
33,"married","tertiary","no","no","cellular","feb",240,385,"no"
60,"married","secondary","no","no","cellular","jun",95,357,"yes"
35,"divorced","tertiary","yes","no","unknown","may",736,-1,"yes"
34,"married","tertiary","yes","no","cellular","jul",68,-1,"no"
29,"single","unknown","no","yes","cellular","jul",338,-1,"no"
49,"married","secondary","yes","no","unknown","may",76,-1,"no"
41,"single","tertiary","yes","no","cellular","feb",215,80,"no"
38,"married","secondary","yes","no","unknown","may",241,-1,"no"
34,"married","secondary","yes","no","unknown","may",924,-1,"yes"
43,"married","secondary","no","no","cellular","mar",101,421,"yes"
50,"married","secondary","yes","no","cellular","jan",155,-1,"no"
33,"single","tertiary","no","no","cellular","aug",191,-1,"no"
23,"single","secondary","yes","no","cellular","may",416,-1,"yes"
31,"single","secondary","yes","no","cellular","may",111,-1,"no"
35,"married","secondary","yes","no","cellular","apr",93,329,"no"
49,"married","primary","yes","no","unknown","may",160,-1,"no"
42,"married","secondary","no","no","cellular","aug",110,-1,"no"
48,"married","primary","yes","no","cellular","may",210,346,"no"
33,"married","secondary","yes","no","cellular","jan",162,258,"no"
32,"married","primary","yes","no","cellular","may",169,-1,"no"
29,"single","secondary","no","no","cellular","feb",51,-1,"no"
25,"single","secondary","yes","no","cellular","sep",531,-1,"yes"
33,"married","tertiary","no","no","unknown","may",262,-1,"no"
33,"married","secondary","yes","no","unknown","may",271,-1,"no"
27,"single","secondary","no","yes","cellular","jul",62,-1,"no"
28,"single","secondary","no","yes","unknown","aug",5,-1,"no"
56,"divorced","secondary","no","yes","telephone","jul",27,-1,"no"
35,"married","secondary","no","no","cellular","may",55,364,"no"
40,"married","primary","no","no","cellular","nov",325,-1,"no"
46,"single","tertiary","no","no","cellular","aug",686,-1,"yes"
52,"married","tertiary","yes","no","cellular","apr",238,323,"no"
54,"married","tertiary","no","no","unknown","may",155,-1,"no"
40,"married","secondary","yes","yes","cellular","nov",288,-1,"no"
36,"married","secondary","yes","yes","unknown","may",153,-1,"no"
27,"single","secondary","no","no","cellular","feb",207,-1,"no"
35,"single","secondary","yes","no","cellular","may",214,305,"yes"
45,"married","primary","yes","no","telephone","jan",109,-1,"no"
49,"married","tertiary","yes","no","unknown","may",168,-1,"no"
33,"married","secondary","yes","no","cellular","may",261,345,"yes"
27,"single","secondary","yes","no","unknown","may",89,-1,"no"
32,"single","tertiary","no","no","telephone","feb",402,-1,"yes"
32,"married","secondary","no","no","cellular","aug",63,-1,"no"
36,"single","secondary","no","no","cellular","feb",225,-1,"no"
28,"single","primary","yes","no","cellular","may",204,359,"no"
40,"married","secondary","no","no","cellular","aug",432,-1,"yes"
57,"divorced","primary","no","no","telephone","jun",53,-1,"no"
39,"married","secondary","no","no","cellular","nov",360,153,"no"
24,"single","secondary","no","no","cellular","sep",86,-1,"no"
45,"married","secondary","no","no","cellular","feb",617,251,"no"
31,"married","secondary","yes","no","unknown","may",123,-1,"no"
56,"married","tertiary","no","no","unknown","jun",191,-1,"no"
44,"married","secondary","yes","no","cellular","nov",218,113,"no"
32,"single","secondary","no","no","cellular","aug",155,-1,"no"
34,"single","secondary","no","no","cellular","apr",449,326,"no"
73,"married","primary","no","no","cellular","sep",961,-1,"yes"
37,"married","tertiary","yes","no","unknown","may",346,-1,"no"
40,"married","secondary","yes","no","cellular","nov",52,-1,"no"
30,"married","secondary","no","yes","cellular","feb",149,-1,"no"
34,"married","secondary","no","no","cellular","apr",739,-1,"yes"
43,"married","primary","no","yes","cellular","may",45,-1,"no"
41,"married","secondary","yes","no","telephone","apr",218,-1,"no"
36,"divorced","primary","yes","no","cellular","may",725,-1,"yes"
40,"divorced","secondary","yes","no","unknown","jun",316,-1,"no"
48,"married","secondary","yes","no","cellular","nov",254,-1,"no"
31,"married","secondary","yes","no","cellular","feb",380,-1,"no"
28,"divorced","tertiary","no","no","cellular","jul",304,-1,"no"
47,"married","secondary","no","no","cellular","aug",88,-1,"no"
26,"married","secondary","yes","yes","cellular","may",138,-1,"no"
59,"married","secondary","no","no","cellular","nov",162,-1,"yes"
31,"married","unknown","yes","no","cellular","jul",543,-1,"no"
46,"married","tertiary","no","no","cellular","aug",39,-1,"no"
41,"married","primary","yes","no","cellular","nov",984,-1,"yes"
31,"single","tertiary","yes","no","cellular","apr",997,57,"yes"
36,"married","tertiary","no","no","cellular","feb",285,-1,"yes"
47,"married","secondary","no","no","cellular","aug",52,-1,"no"
34,"married","secondary","yes","no","unknown","may",520,-1,"no"
26,"single","secondary","yes","no","cellular","may",550,-1,"yes"
32,"single","tertiary","no","no","cellular","aug",79,-1,"no"
29,"single","secondary","no","no","cellular","jul",108,-1,"no"
37,"married","secondary","no","no","unknown","jun",401,-1,"no"
43,"married","primary","yes","no","unknown","sep",173,-1,"no"
52,"married","secondary","no","yes","cellular","jul",89,-1,"no"
77,"single","primary","no","no","cellular","sep",511,-1,"no"
27,"married","tertiary","yes","yes","cellular","aug",82,-1,"no"
43,"divorced","secondary","no","no","cellular","may",262,353,"yes"
50,"married","primary","yes","no","unknown","may",117,-1,"no"
24,"single","secondary","yes","yes","cellular","may",224,-1,"no"
41,"married","tertiary","no","no","cellular","feb",107,-1,"no"
45,"married","secondary","yes","no","unknown","nov",187,154,"no"
36,"married","secondary","yes","no","cellular","nov",161,-1,"no"
44,"married","primary","yes","no","cellular","feb",290,-1,"no"
31,"married","secondary","yes","no","cellular","may",552,329,"yes"
47,"married","tertiary","no","no","cellular","aug",213,-1,"no"
35,"married","secondary","yes","no","cellular","may",7,367,"no"
40,"single","tertiary","no","no","cellular","jul",180,-1,"yes"
44,"single","unknown","no","no","unknown","jun",17,-1,"no"
31,"single","tertiary","yes","no","cellular","jul",134,-1,"no"
28,"married","secondary","no","no","unknown","may",201,-1,"no"
36,"single","secondary","yes","no","cellular","may",327,-1,"no"
38,"married","primary","yes","no","telephone","may",101,356,"no"
54,"married","tertiary","yes","no","telephone","apr",690,-1,"no"
43,"married","tertiary","no","no","cellular","nov",314,-1,"yes"
44,"divorced","secondary","yes","no","unknown","may",600,-1,"no"
29,"single","secondary","no","no","unknown","may",623,-1,"no"
40,"married","secondary","no","no","unknown","jun",61,-1,"no"
33,"married","secondary","no","no","cellular","aug",73,-1,"no"
40,"single","tertiary","no","no","cellular","may",333,58,"no"
40,"single","secondary","no","no","cellular","jul",173,-1,"no"
42,"divorced","secondary","yes","no","unknown","may",213,-1,"no"
48,"married","unknown","yes","no","cellular","aug",33,-1,"no"
27,"single","tertiary","yes","no","unknown","may",145,-1,"no"
78,"divorced","primary","no","no","telephone","nov",143,90,"no"
36,"married","tertiary","no","no","cellular","aug",47,-1,"no"
51,"married","secondary","yes","no","unknown","may",448,-1,"no"
62,"married","secondary","no","no","cellular","aug",259,35,"no"
61,"divorced","tertiary","no","no","cellular","feb",481,-1,"yes"
48,"divorced","secondary","yes","yes","unknown","may",76,-1,"no"
37,"single","secondary","yes","no","unknown","may",74,-1,"no"
31,"married","secondary","yes","yes","unknown","may",159,-1,"no"
33,"married","tertiary","no","no","cellular","aug",83,-1,"no"
28,"married","tertiary","yes","no","unknown","jun",132,-1,"no"
46,"married","secondary","yes","no","unknown","may",366,-1,"no"
30,"married","secondary","yes","no","cellular","may",157,-1,"no"
39,"single","primary","yes","no","unknown","jun",138,-1,"no"
40,"married","secondary","no","no","cellular","aug",154,-1,"no"
47,"married","secondary","yes","no","unknown","jun",460,-1,"no"
23,"single","tertiary","no","no","cellular","aug",213,-1,"yes"
45,"married","secondary","no","no","cellular","aug",75,-1,"no"
26,"single","primary","no","no","cellular","jan",685,-1,"no"
38,"married","secondary","yes","no","unknown","may",130,-1,"no"
24,"single","unknown","no","no","cellular","may",12,91,"no"
43,"single","unknown","no","no","unknown","jun",156,-1,"no"
37,"married","unknown","no","no","unknown","jun",115,-1,"no"
40,"divorced","secondary","yes","no","cellular","feb",531,208,"yes"
43,"married","secondary","yes","no","cellular","jul",188,-1,"no"
57,"divorced","tertiary","yes","no","cellular","mar",684,-1,"no"
35,"married","secondary","yes","no","unknown","jun",272,-1,"no"
41,"divorced","secondary","yes","yes","unknown","may",139,-1,"no"
36,"divorced","tertiary","yes","no","unknown","jun",55,-1,"no"
48,"single","secondary","no","no","cellular","feb",94,-1,"no"
33,"single","secondary","no","yes","cellular","aug",131,-1,"no"
37,"married","primary","no","no","cellular","may",163,-1,"no"
54,"divorced","tertiary","no","no","cellular","nov",176,-1,"no"
36,"married","primary","yes","no","cellular","jul",135,-1,"no"
28,"married","tertiary","yes","no","cellular","apr",268,-1,"no"
61,"married","tertiary","no","no","cellular","nov",185,-1,"no"
35,"single","secondary","yes","no","unknown","may",178,-1,"no"
36,"married","secondary","yes","no","unknown","may",133,-1,"no"
46,"married","tertiary","no","no","cellular","nov",180,91,"no"
37,"married","secondary","yes","no","unknown","may",146,-1,"no"
52,"divorced","secondary","yes","no","cellular","apr",463,344,"no"
53,"married","secondary","yes","no","unknown","may",126,-1,"no"
45,"married","secondary","yes","no","cellular","sep",307,191,"no"
38,"married","secondary","yes","yes","cellular","may",323,-1,"no"
31,"married","tertiary","no","no","cellular","aug",76,-1,"no"
27,"single","secondary","no","no","cellular","dec",170,197,"yes"
40,"married","secondary","yes","no","cellular","may",201,293,"no"
34,"married","secondary","yes","no","cellular","nov",311,183,"no"
31,"married","secondary","yes","no","cellular","jul",371,-1,"no"
43,"single","secondary","no","yes","cellular","jul",163,-1,"no"
30,"single","tertiary","no","no","cellular","aug",81,-1,"no"
36,"married","tertiary","no","no","cellular","may",103,-1,"no"
52,"single","secondary","no","yes","cellular","feb",363,-1,"no"
49,"married","secondary","yes","no","cellular","nov",283,-1,"no"
56,"married","secondary","yes","no","cellular","jun",382,-1,"yes"
38,"single","secondary","yes","no","cellular","feb",60,271,"no"
46,"married","unknown","yes","no","unknown","jun",177,-1,"no"
45,"married","secondary","yes","no","cellular","may",343,282,"no"
31,"single","primary","yes","no","cellular","feb",140,252,"no"
32,"married","secondary","yes","no","unknown","may",266,-1,"no"
30,"divorced","secondary","yes","yes","cellular","jul",102,-1,"no"
45,"single","secondary","yes","no","cellular","jul",768,91,"no"
46,"married","secondary","no","yes","unknown","jun",167,-1,"no"
59,"married","primary","yes","no","cellular","aug",299,-1,"no"
39,"married","secondary","yes","no","unknown","may",244,-1,"no"
52,"married","primary","no","no","cellular","may",224,170,"no"
52,"married","secondary","no","yes","cellular","jul",753,-1,"yes"
43,"divorced","secondary","yes","no","cellular","may",180,173,"no"
33,"married","tertiary","no","yes","cellular","jul",279,-1,"no"
35,"single","tertiary","yes","no","unknown","oct",248,-1,"yes"
56,"married","secondary","yes","no","cellular","nov",189,-1,"no"
48,"divorced","secondary","no","yes","cellular","nov",318,-1,"no"
34,"married","secondary","yes","yes","unknown","may",492,-1,"no"
33,"single","secondary","no","no","cellular","jul",157,-1,"no"
59,"divorced","tertiary","no","no","cellular","aug",46,-1,"no"
58,"married","primary","yes","no","cellular","may",470,-1,"no"
49,"married","unknown","no","no","cellular","nov",99,-1,"no"
25,"single","secondary","no","yes","cellular","jul",592,-1,"no"
54,"married","secondary","no","yes","unknown","jul",140,-1,"no"
38,"married","secondary","yes","no","unknown","may",515,-1,"no"
46,"married","secondary","no","no","telephone","aug",542,78,"no"
46,"married","tertiary","no","no","unknown","may",120,-1,"no"
25,"single","tertiary","no","no","cellular","jul",549,-1,"no"
36,"single","secondary","no","no","cellular","jul",291,-1,"no"
42,"divorced","tertiary","no","no","cellular","jul",100,84,"no"
