age,marital,education,housing,loan,contact,month,duration,pdays,TermDeposit,contacted_before
48,married,secondary,no,no,cellular,jul,240,,no,0
36,divorced,tertiary,yes,no,cellular,jul,182,,no,0
33,married,primary,yes,yes,cellular,may,253,,no,0
42,married,tertiary,yes,no,cellular,jul,133,,no,0
45,married,secondary,no,no,cellular,jul,129,,no,0
40,divorced,tertiary,no,no,cellular,jul,357,,no,0
32,married,secondary,yes,yes,cellular,may,251,,no,0
34,divorced,secondary,no,no,cellular,nov,108,,no,0
34,married,tertiary,yes,no,cellular,aug,126,,no,0
36,single,secondary,no,no,cellular,jan,632,228.0,no,1
58,married,tertiary,no,no,unknown,jun,22,,no,0
30,married,secondary,yes,no,cellular,may,129,359.0,no,1
44,married,secondary,yes,no,unknown,jun,120,,no,0
50,married,secondary,yes,yes,unknown,may,860,,no,0
51,married,secondary,no,yes,cellular,jul,217,,no,0
23,single,secondary,yes,no,unknown,may,229,,no,0
47,divorced,secondary,no,yes,unknown,jul,104,,no,0
33,married,tertiary,no,no,unknown,jun,141,,no,0
24,single,secondary,yes,no,unknown,may,125,,no,0
44,divorced,tertiary,yes,no,unknown,may,333,,no,0
50,married,secondary,yes,yes,cellular,jul,73,,no,0
36,divorced,secondary,no,no,unknown,jun,152,,no,0
35,single,tertiary,no,no,cellular,jan,91,,no,0
50,married,secondary,yes,yes,unknown,may,234,,no,0
56,divorced,secondary,no,yes,cellular,jul,240,,no,0
38,married,tertiary,yes,no,cellular,apr,90,,no,0
37,married,primary,no,yes,telephone,jul,265,,no,0
37,married,secondary,yes,no,unknown,may,250,,no,0
33,married,secondary,yes,yes,unknown,may,231,,no,0
55,divorced,tertiary,no,no,cellular,jul,156,,no,0
26,single,secondary,yes,no,unknown,may,576,,yes,0
37,single,tertiary,no,no,cellular,apr,294,,no,0
30,single,tertiary,no,no,cellular,apr,162,,no,0
32,single,tertiary,no,no,cellular,aug,114,,no,0
51,married,primary,yes,yes,cellular,feb,69,,no,0
35,single,secondary,yes,no,unknown,may,520,,no,0
59,divorced,secondary,no,no,cellular,feb,117,,no,0
39,married,secondary,no,no,cellular,jul,551,,no,0
48,single,secondary,no,no,cellular,aug,97,,no,0
26,single,tertiary,no,no,telephone,feb,371,,no,0
56,married,tertiary,no,no,cellular,nov,305,,no,0
29,single,tertiary,yes,yes,cellular,may,827,329.0,no,1
39,married,secondary,yes,yes,unknown,jun,193,,no,0
71,married,secondary,no,no,telephone,jun,80,71.0,no,1
29,single,tertiary,no,no,cellular,apr,196,86.0,no,1
49,married,primary,no,no,unknown,may,59,,no,0
47,married,primary,yes,no,unknown,may,374,,no,0
40,married,secondary,yes,no,unknown,may,1252,,yes,0
31,married,secondary,yes,no,cellular,may,236,,no,0
35,married,tertiary,no,no,cellular,aug,286,,no,0
28,single,tertiary,yes,no,unknown,jun,204,,no,0
75,married,primary,no,no,cellular,sep,532,188.0,yes,1
31,married,secondary,yes,no,unknown,may,192,,no,0
38,married,unknown,yes,no,cellular,may,437,351.0,no,1
46,married,secondary,yes,yes,unknown,may,236,,no,0
41,married,primary,yes,no,cellular,apr,370,282.0,no,1
37,divorced,tertiary,yes,yes,cellular,nov,134,,no,0
38,divorced,secondary,no,no,cellular,jan,164,92.0,yes,1
33,single,secondary,yes,no,cellular,may,179,374.0,no,1
39,divorced,primary,yes,no,cellular,nov,56,,no,0
35,married,secondary,no,no,cellular,mar,237,,yes,0
38,married,tertiary,yes,no,cellular,apr,444,,no,0
47,married,primary,yes,no,unknown,jun,754,,no,0
27,single,secondary,no,no,cellular,feb,352,216.0,no,1
37,single,primary,yes,no,telephone,may,66,356.0,no,1
44,married,secondary,no,no,cellular,feb,105,,no,0
28,married,secondary,yes,no,cellular,may,196,,no,0
43,divorced,tertiary,yes,yes,unknown,may,254,,no,0
53,married,primary,no,no,cellular,jul,817,209.0,yes,1
32,married,primary,yes,no,cellular,may,391,,no,0
57,divorced,secondary,yes,no,unknown,may,71,,no,0
47,married,tertiary,no,no,telephone,jul,141,,no,0
59,divorced,secondary,no,yes,cellular,aug,108,,no,0
45,married,secondary,yes,no,cellular,nov,141,,no,0
55,divorced,primary,no,no,unknown,jun,655,,no,0
44,married,secondary,yes,no,unknown,jun,23,,no,0
36,married,secondary,yes,no,cellular,mar,498,179.0,yes,1
40,divorced,secondary,no,no,cellular,jul,63,,no,0
52,married,secondary,yes,yes,cellular,nov,89,,no,0
29,married,secondary,no,no,cellular,jul,126,,no,0
47,married,secondary,yes,no,cellular,may,166,285.0,no,1
58,married,tertiary,yes,no,cellular,aug,124,,no,0
33,single,tertiary,yes,no,cellular,feb,72,,no,0
25,married,secondary,yes,no,unknown,may,859,,no,0
59,married,primary,yes,no,unknown,may,55,,no,0
37,single,tertiary,yes,no,cellular,apr,114,152.0,no,1
57,divorced,secondary,no,no,cellular,aug,480,,yes,0
32,married,secondary,yes,no,cellular,may,451,,no,0
35,married,secondary,yes,yes,unknown,may,1343,,yes,0
36,single,secondary,yes,no,cellular,may,194,,no,0
42,married,unknown,yes,no,telephone,jul,329,,no,0
51,married,primary,no,no,telephone,mar,450,181.0,yes,1
31,divorced,tertiary,yes,no,unknown,may,206,,no,0
57,divorced,secondary,yes,no,cellular,nov,68,,no,0
48,single,unknown,no,no,cellular,sep,1440,458.0,yes,1
56,married,secondary,no,yes,cellular,jul,77,,no,0
47,married,secondary,yes,no,unknown,may,42,,no,0
62,married,tertiary,no,no,cellular,aug,185,,yes,0
40,married,tertiary,yes,no,cellular,jul,1720,,no,0
41,married,tertiary,yes,no,cellular,may,101,291.0,no,1
32,married,unknown,yes,no,unknown,may,523,,no,0
47,married,primary,yes,no,telephone,jul,102,,no,0
49,married,secondary,no,yes,telephone,jul,317,,no,0
36,married,tertiary,yes,yes,unknown,may,426,,no,0
55,divorced,secondary,no,no,cellular,oct,467,184.0,yes,1
37,married,secondary,yes,no,cellular,nov,1210,171.0,yes,1
50,married,unknown,no,no,cellular,aug,307,,no,0
38,divorced,secondary,yes,no,cellular,aug,108,102.0,no,1
28,single,secondary,no,yes,cellular,jul,140,,no,0
41,single,secondary,no,no,cellular,jan,125,,no,0
42,married,unknown,yes,no,unknown,may,107,,no,0
58,divorced,tertiary,no,no,cellular,aug,231,,no,0
32,married,secondary,yes,no,unknown,may,202,,no,0
30,married,tertiary,yes,no,cellular,mar,172,,no,0
42,divorced,secondary,yes,no,cellular,apr,136,,no,0
35,married,secondary,yes,no,unknown,jul,197,,no,0
41,married,secondary,no,no,cellular,aug,113,,no,0
43,divorced,tertiary,yes,no,unknown,may,123,,no,0
53,married,tertiary,yes,no,unknown,may,48,,no,0
75,married,primary,no,no,telephone,aug,195,,no,0
35,married,tertiary,yes,no,cellular,nov,72,,no,0
38,married,tertiary,yes,no,cellular,jul,62,,no,0
58,married,secondary,no,no,cellular,jul,206,,no,0
32,single,tertiary,yes,yes,unknown,jun,450,,no,0
55,single,tertiary,yes,no,unknown,may,693,,no,0
32,single,secondary,yes,no,unknown,may,48,,no,0
33,divorced,secondary,yes,no,cellular,may,177,,no,0
64,married,primary,no,no,telephone,aug,67,,no,0
57,married,tertiary,no,no,cellular,jul,449,,no,0
42,single,unknown,yes,no,cellular,may,10,354.0,no,1
56,married,secondary,no,no,cellular,aug,17,,no,0
39,single,secondary,yes,no,unknown,may,342,,no,0
36,married,tertiary,yes,no,cellular,may,167,299.0,no,1
48,married,secondary,yes,no,telephone,apr,70,,no,0
30,single,primary,no,yes,cellular,feb,316,,no,0
37,married,tertiary,yes,no,cellular,nov,77,,no,0
37,single,tertiary,yes,no,cellular,may,358,260.0,no,1
46,divorced,secondary,yes,yes,cellular,jan,305,,no,0
50,married,secondary,yes,no,cellular,jul,115,,no,0
42,single,primary,yes,no,cellular,may,174,,no,0
54,married,tertiary,no,no,cellular,jul,250,,no,0
29,single,tertiary,no,no,unknown,jul,143,,no,0
32,single,secondary,yes,no,cellular,feb,71,,no,0
35,married,secondary,yes,no,cellular,apr,182,292.0,no,1
58,married,secondary,no,no,cellular,aug,235,,no,0
50,married,primary,yes,no,cellular,nov,615,34.0,yes,1
48,married,tertiary,no,no,cellular,aug,58,,no,0
34,divorced,tertiary,yes,no,cellular,may,378,,no,0
56,married,tertiary,no,no,cellular,aug,124,,no,0
43,married,primary,yes,no,unknown,may,102,,no,0
50,married,tertiary,yes,no,unknown,may,150,,no,0
38,married,secondary,no,no,cellular,sep,387,,yes,0
36,divorced,secondary,yes,no,cellular,jul,354,,no,0
53,married,primary,yes,yes,cellular,feb,195,251.0,no,1
51,married,secondary,no,yes,cellular,nov,365,,no,0
53,divorced,secondary,no,yes,telephone,dec,119,,yes,0
23,single,primary,yes,no,unknown,may,395,,yes,0
30,married,secondary,yes,no,cellular,nov,566,,yes,0
37,divorced,tertiary,yes,no,cellular,apr,240,,no,0
46,divorced,secondary,no,yes,telephone,oct,270,,yes,0
41,divorced,secondary,yes,no,cellular,nov,103,,no,0
33,married,tertiary,no,no,cellular,aug,1109,,yes,0
37,married,secondary,no,no,cellular,aug,154,,no,0
54,married,tertiary,no,yes,cellular,jan,242,184.0,no,1
45,married,secondary,yes,no,cellular,nov,283,,yes,0
46,married,tertiary,no,no,cellular,sep,56,,no,0
57,divorced,secondary,no,yes,cellular,jul,165,,no,0
40,married,primary,no,no,cellular,jul,264,,no,0
27,married,secondary,yes,no,unknown,may,243,,no,0
78,married,unknown,no,no,telephone,oct,1002,,yes,0
33,married,tertiary,no,no,cellular,aug,82,,no,0
46,married,primary,no,yes,telephone,feb,436,,yes,0
48,married,primary,yes,yes,unknown,may,145,,no,0
32,married,secondary,no,no,cellular,aug,50,,no,0
50,married,tertiary,yes,no,cellular,apr,6,,no,0
31,single,tertiary,no,no,cellular,feb,73,,no,0
32,married,tertiary,no,no,cellular,aug,232,,yes,0
45,married,secondary,no,no,unknown,jun,126,,no,0
26,single,secondary,no,no,cellular,jan,706,,no,0
70,married,primary,no,no,cellular,oct,692,,no,0
52,married,secondary,yes,no,cellular,feb,180,200.0,no,1
30,married,secondary,no,no,cellular,aug,105,,no,0
35,single,secondary,no,no,cellular,aug,519,,yes,0
56,married,secondary,yes,yes,cellular,feb,15,190.0,no,1
32,married,secondary,yes,no,cellular,nov,500,133.0,yes,1
52,divorced,tertiary,no,no,cellular,jun,210,,yes,0
34,married,secondary,yes,no,cellular,nov,248,,no,0
26,married,secondary,yes,no,unknown,may,16,,no,0
25,single,tertiary,no,no,cellular,apr,458,,yes,0
37,divorced,secondary,yes,no,cellular,may,182,,no,0
33,married,tertiary,no,no,cellular,nov,107,105.0,no,1
36,single,secondary,no,no,unknown,nov,71,378.0,yes,1
27,single,secondary,no,no,cellular,feb,590,,no,0
42,married,primary,yes,no,unknown,may,214,,no,0
31,single,tertiary,no,no,cellular,sep,365,94.0,yes,1
60,single,secondary,no,no,cellular,aug,40,,no,0
39,divorced,tertiary,no,yes,cellular,jul,85,,no,0
29,single,secondary,yes,no,cellular,may,174,361.0,no,1
42,married,secondary,yes,no,unknown,may,166,,no,0
30,single,tertiary,yes,no,unknown,jun,124,,no,0
30,single,secondary,yes,yes,unknown,may,141,,no,0
35,married,tertiary,no,no,cellular,jul,179,,no,0
32,divorced,primary,yes,no,unknown,may,204,,no,0
39,divorced,secondary,yes,no,unknown,jun,10,,no,0
50,married,secondary,yes,no,unknown,may,31,,no,0
44,divorced,secondary,yes,no,unknown,may,429,,no,0
35,single,tertiary,no,no,cellular,jul,167,,no,0
48,single,tertiary,no,no,cellular,aug,320,,no,0
50,married,secondary,yes,no,unknown,may,92,,no,0
38,single,secondary,no,yes,cellular,nov,166,,no,0
29,single,secondary,no,no,cellular,mar,217,184.0,no,1
34,single,secondary,yes,no,unknown,may,39,,no,0
38,married,secondary,no,no,cellular,aug,48,,no,0
33,single,tertiary,yes,no,cellular,may,91,356.0,no,1
51,married,secondary,no,no,cellular,nov,173,,no,0
35,married,secondary,yes,no,cellular,jan,331,,no,0
41,married,secondary,yes,no,unknown,may,154,,no,0
50,married,secondary,yes,no,cellular,may,245,366.0,no,1
57,divorced,tertiary,no,no,cellular,jan,456,197.0,no,1
37,divorced,secondary,yes,no,cellular,may,297,,no,0
28,single,tertiary,yes,no,cellular,jan,228,262.0,no,1
23,single,primary,yes,yes,unknown,may,115,,no,0
25,single,secondary,no,no,cellular,jun,1207,385.0,yes,1
38,married,primary,yes,no,telephone,may,689,,yes,0
25,single,secondary,yes,no,unknown,may,244,,no,0
55,married,primary,yes,no,telephone,may,15,348.0,no,1
36,single,tertiary,yes,yes,cellular,jul,102,,no,0
59,married,primary,no,no,cellular,jun,123,,no,0
40,divorced,secondary,yes,no,cellular,jul,189,,no,0
30,married,secondary,yes,no,cellular,may,124,167.0,no,1
47,married,secondary,no,no,cellular,apr,159,,no,0
50,married,secondary,yes,no,unknown,may,94,,no,0
57,married,tertiary,no,no,unknown,jun,21,,no,0
42,divorced,secondary,no,no,cellular,jul,226,,no,0
51,married,secondary,yes,yes,unknown,may,121,,no,0
36,single,tertiary,yes,yes,cellular,nov,10,,no,0
59,married,secondary,no,no,telephone,nov,547,,no,0
45,married,secondary,no,no,cellular,may,113,182.0,no,1
65,married,tertiary,no,no,telephone,feb,290,92.0,yes,1
59,married,primary,no,no,cellular,aug,88,,no,0
30,single,tertiary,yes,no,cellular,dec,158,,no,0
39,single,secondary,yes,no,unknown,jun,296,,no,0
26,single,tertiary,no,yes,unknown,jul,502,,no,0
28,single,secondary,no,no,unknown,may,144,,no,0
35,single,tertiary,yes,no,cellular,may,157,254.0,no,1
59,divorced,primary,yes,no,cellular,jun,132,389.0,no,1
41,married,secondary,yes,no,unknown,jun,66,,no,0
42,divorced,tertiary,no,yes,cellular,jul,87,,no,0
33,single,secondary,yes,no,cellular,apr,30,,no,0
28,married,secondary,yes,no,cellular,apr,17,,no,0
40,married,secondary,no,yes,cellular,jul,369,,no,0
45,married,tertiary,yes,yes,unknown,jun,92,,no,0
43,single,tertiary,no,yes,cellular,jul,619,,no,0
41,divorced,tertiary,yes,no,cellular,jul,662,,yes,0
32,single,secondary,no,yes,cellular,apr,91,156.0,no,1
28,single,secondary,yes,no,cellular,may,133,,no,0
45,divorced,tertiary,no,no,cellular,aug,297,,no,0
28,single,tertiary,no,no,cellular,may,338,,yes,0
29,married,secondary,no,yes,cellular,jul,518,,no,0
30,single,tertiary,yes,no,cellular,may,94,,no,0
45,married,secondary,yes,no,telephone,jul,340,,no,0
43,married,secondary,yes,no,cellular,oct,119,,no,0
42,married,secondary,no,no,unknown,jun,521,,no,0
35,married,tertiary,yes,no,cellular,nov,171,,no,0
47,married,primary,no,no,unknown,may,451,,no,0
38,single,tertiary,yes,no,unknown,jun,17,,no,0
41,divorced,tertiary,yes,no,cellular,jul,257,,no,0
31,single,tertiary,no,no,cellular,feb,349,357.0,yes,1
41,single,tertiary,yes,no,unknown,jun,140,,no,0
41,married,tertiary,no,no,cellular,feb,163,182.0,no,1
40,married,secondary,no,no,cellular,aug,70,,no,0
38,single,primary,yes,no,unknown,may,180,,no,0
35,single,secondary,yes,no,unknown,may,100,,no,0
36,married,secondary,yes,yes,unknown,may,127,,no,0
30,married,secondary,yes,yes,unknown,may,306,,no,0
30,single,secondary,yes,no,cellular,may,390,,no,0
50,married,secondary,yes,yes,cellular,aug,221,,no,0
51,married,secondary,no,yes,unknown,jun,153,,no,0
59,married,tertiary,no,no,telephone,nov,494,,yes,0
30,single,secondary,no,no,cellular,feb,291,,no,0
29,single,secondary,no,no,cellular,may,104,208.0,no,1
38,single,tertiary,no,no,cellular,oct,119,,no,0
31,single,tertiary,yes,no,cellular,jan,68,256.0,no,1
41,divorced,primary,yes,no,cellular,apr,1272,,yes,0
54,married,tertiary,no,no,cellular,aug,131,,no,0
30,married,secondary,no,yes,cellular,jul,213,,no,0
48,married,primary,yes,yes,unknown,may,289,,no,0
47,married,secondary,yes,no,unknown,may,451,,no,0
27,single,tertiary,no,yes,cellular,jan,158,206.0,no,1
36,married,unknown,no,no,unknown,jun,557,,no,0
20,single,secondary,no,no,unknown,jun,100,,yes,0
51,married,unknown,no,no,cellular,jul,44,,no,0
31,single,secondary,yes,no,cellular,may,1191,,no,0
45,married,secondary,no,no,cellular,may,275,,yes,0
33,single,tertiary,yes,no,unknown,may,396,,no,0
35,married,primary,yes,no,unknown,may,103,,no,0
44,married,secondary,yes,no,unknown,may,468,,no,0
41,married,secondary,yes,no,cellular,aug,185,,no,0
46,married,tertiary,no,no,cellular,aug,58,,no,0
57,married,secondary,yes,yes,cellular,may,166,,no,0
38,divorced,secondary,no,no,unknown,jun,299,,no,0
36,single,tertiary,yes,no,unknown,jun,517,,no,0
29,single,tertiary,yes,no,cellular,may,76,356.0,no,1
58,married,primary,yes,yes,cellular,may,327,374.0,no,1
46,married,secondary,yes,no,cellular,jul,36,,no,0
40,divorced,primary,yes,no,cellular,may,103,,no,0
30,single,tertiary,no,no,cellular,apr,152,,yes,0
54,married,primary,yes,yes,cellular,apr,280,287.0,no,1
56,married,secondary,no,no,unknown,may,131,,no,0
56,married,secondary,no,no,telephone,jul,114,,no,0
33,single,secondary,no,no,cellular,jul,58,,no,0
51,married,tertiary,no,no,cellular,may,662,66.0,yes,1
32,married,unknown,yes,no,cellular,may,20,,no,0
38,married,secondary,no,no,cellular,may,94,,no,0
35,single,tertiary,yes,no,unknown,may,763,,yes,0
31,married,secondary,no,no,cellular,aug,96,,no,0
53,married,secondary,yes,no,cellular,nov,104,190.0,no,1
46,married,secondary,yes,no,cellular,aug,131,,no,0
53,married,secondary,no,no,telephone,mar,295,91.0,yes,1
38,married,secondary,yes,no,unknown,jun,170,,no,0
33,married,tertiary,yes,no,cellular,may,55,,no,0
48,married,secondary,yes,yes,unknown,may,290,,no,0
54,married,secondary,yes,no,cellular,may,118,241.0,no,1
45,married,secondary,yes,no,cellular,apr,565,,no,0
36,married,tertiary,yes,no,cellular,apr,297,182.0,yes,1
34,divorced,secondary,no,no,cellular,feb,151,,no,0
31,married,secondary,yes,yes,cellular,may,454,,no,0
44,divorced,secondary,yes,no,unknown,may,27,,no,0
44,married,tertiary,yes,no,cellular,jan,507,220.0,no,1
36,married,tertiary,no,no,cellular,feb,188,,no,0
35,married,tertiary,yes,no,unknown,may,1611,,no,0
46,married,secondary,no,no,cellular,aug,34,,no,0
50,married,secondary,yes,no,cellular,jul,57,,no,0
49,divorced,secondary,no,no,cellular,jul,412,,yes,0
59,single,secondary,no,no,cellular,sep,879,,yes,0
33,single,secondary,yes,no,unknown,may,291,,no,0
51,divorced,tertiary,no,no,unknown,jun,112,,no,0
55,married,primary,yes,no,cellular,may,265,,no,0
49,married,tertiary,yes,no,cellular,apr,98,,no,0
60,married,primary,no,no,cellular,aug,140,,no,0
42,divorced,secondary,yes,no,cellular,feb,326,,no,0
32,married,tertiary,yes,no,cellular,nov,142,,no,0
44,married,secondary,yes,yes,unknown,may,159,,no,0
45,married,primary,no,no,unknown,jun,234,,no,0
57,married,secondary,no,no,cellular,aug,106,,no,0
36,single,primary,yes,no,unknown,may,87,,no,0
49,divorced,tertiary,yes,no,cellular,mar,229,,yes,0
35,married,tertiary,no,no,cellular,aug,351,,no,0
39,married,secondary,no,no,cellular,jul,178,,no,0
38,married,tertiary,yes,yes,cellular,may,244,,no,0
28,single,tertiary,yes,no,cellular,may,101,,no,0
32,married,tertiary,no,no,cellular,jul,82,,no,0
41,single,tertiary,yes,no,cellular,feb,261,184.0,yes,1
32,married,tertiary,no,no,cellular,aug,183,,no,0
30,single,primary,yes,no,unknown,may,396,,no,0
30,single,secondary,no,yes,cellular,aug,223,,no,0
53,married,secondary,yes,no,unknown,may,253,,no,0
54,married,tertiary,no,yes,cellular,jul,82,,no,0
30,married,tertiary,yes,no,cellular,aug,134,,no,0
38,married,secondary,no,no,cellular,dec,473,216.0,yes,1
39,married,secondary,yes,no,unknown,jun,53,,no,0
50,married,secondary,no,no,unknown,jun,271,,no,0
19,single,primary,no,no,telephone,nov,98,110.0,no,1
41,married,secondary,no,no,cellular,jul,125,,no,0
31,married,secondary,yes,no,unknown,may,65,,no,0
32,single,secondary,yes,no,cellular,aug,144,,no,0
37,married,primary,yes,no,cellular,aug,160,,no,0
57,married,primary,no,no,unknown,jun,73,,no,0
33,married,secondary,yes,no,cellular,jul,22,,no,0
39,married,secondary,yes,no,cellular,aug,379,,no,0
48,married,secondary,no,no,cellular,feb,439,,no,0
35,married,unknown,no,no,unknown,jun,537,,yes,0
33,married,secondary,yes,no,cellular,feb,139,,no,0
26,single,secondary,no,no,cellular,may,107,,no,0
37,single,secondary,no,no,cellular,jul,152,,no,0
32,single,secondary,yes,no,unknown,may,71,,no,0
33,married,secondary,no,yes,unknown,jun,266,,no,0
30,single,tertiary,yes,no,cellular,may,56,,no,0
34,single,secondary,yes,no,cellular,jul,226,,no,0
32,married,primary,yes,no,unknown,may,116,,no,0
35,married,secondary,yes,no,telephone,jul,197,,no,0
34,single,secondary,yes,no,cellular,may,151,,no,0
54,married,secondary,yes,no,unknown,may,222,,no,0
29,married,primary,yes,no,cellular,may,282,,no,0
44,married,tertiary,no,yes,cellular,jul,129,,no,0
51,divorced,secondary,yes,no,unknown,jun,51,,no,0
27,single,tertiary,no,no,cellular,feb,917,,yes,0
25,single,secondary,no,yes,cellular,jul,173,,no,0
56,married,secondary,yes,no,cellular,jul,288,,no,0
29,single,secondary,yes,yes,cellular,jul,89,,no,0
42,married,secondary,yes,no,cellular,may,79,,no,0
43,married,tertiary,yes,yes,cellular,jul,67,,no,0
35,married,secondary,yes,no,cellular,may,252,,no,0
58,divorced,tertiary,no,no,unknown,may,137,,no,0
36,married,secondary,yes,no,telephone,feb,29,,no,0
42,married,secondary,yes,no,cellular,jul,510,,no,0
39,single,secondary,yes,no,unknown,may,152,,no,0
33,single,tertiary,yes,no,cellular,feb,405,,no,0
53,married,tertiary,no,no,cellular,aug,133,,no,0
60,divorced,secondary,yes,no,cellular,feb,80,,no,0
26,single,secondary,no,no,cellular,apr,308,,no,0
40,married,tertiary,yes,no,cellular,feb,349,262.0,no,1
31,single,tertiary,yes,no,cellular,nov,162,,no,0
29,married,secondary,yes,no,cellular,may,374,,no,0
51,divorced,tertiary,no,yes,cellular,jul,54,,no,0
25,married,tertiary,yes,no,cellular,jul,20,,no,0
35,married,secondary,yes,no,unknown,may,149,,no,0
50,married,primary,yes,no,cellular,jul,142,,no,0
33,divorced,secondary,no,no,unknown,may,190,,no,0
55,married,secondary,yes,no,unknown,may,42,,no,0
47,married,secondary,yes,no,cellular,jul,476,,yes,0
50,married,secondary,no,no,unknown,jun,170,,no,0
46,married,secondary,yes,no,telephone,may,175,278.0,no,1
34,married,tertiary,yes,yes,cellular,aug,256,,no,0
44,divorced,secondary,yes,yes,unknown,may,238,,no,0
38,married,primary,yes,no,cellular,may,106,,no,0
41,single,unknown,no,no,unknown,jun,114,,no,0
49,married,primary,yes,no,cellular,nov,140,,no,0
57,divorced,secondary,no,no,unknown,jun,97,,no,0
49,married,tertiary,yes,no,cellular,aug,140,,no,0
54,married,secondary,no,yes,unknown,jul,389,,no,0
39,married,unknown,no,no,cellular,aug,298,,no,0
51,married,secondary,no,no,unknown,jun,32,,no,0
41,married,secondary,yes,no,cellular,nov,17,151.0,no,1
32,married,secondary,yes,yes,unknown,may,53,,no,0
32,single,tertiary,yes,no,cellular,may,638,175.0,no,1
46,married,primary,yes,no,unknown,may,91,,no,0
40,married,tertiary,no,no,telephone,apr,712,,yes,0
35,married,tertiary,no,no,cellular,feb,135,195.0,no,1
30,single,tertiary,no,no,cellular,mar,272,,yes,0
51,married,primary,yes,no,telephone,may,217,169.0,no,1
57,single,primary,yes,no,telephone,may,65,,no,0
58,married,tertiary,yes,no,cellular,jul,209,,no,0
32,married,secondary,yes,no,unknown,may,208,,no,0
41,single,unknown,no,no,cellular,oct,143,188.0,yes,1
37,married,tertiary,yes,no,cellular,nov,93,,no,0
36,married,secondary,yes,no,telephone,feb,45,,no,0
37,single,secondary,yes,no,cellular,may,165,,no,0
41,divorced,secondary,no,yes,cellular,jul,59,,no,0
53,divorced,primary,yes,yes,unknown,may,591,,yes,0
27,single,secondary,no,no,cellular,jan,168,,no,0
36,married,secondary,yes,no,unknown,may,13,,no,0
48,married,secondary,yes,no,unknown,may,179,,no,0
43,married,secondary,yes,no,cellular,nov,63,,no,0
51,married,primary,no,no,cellular,aug,286,,no,0
77,married,primary,no,no,telephone,aug,365,187.0,no,1
37,married,primary,yes,no,cellular,apr,201,,no,0
57,married,primary,yes,no,cellular,aug,626,,yes,0
27,married,secondary,yes,no,cellular,jul,172,,no,0
52,married,secondary,yes,no,cellular,jan,342,92.0,yes,1
26,married,secondary,yes,no,unknown,may,183,,no,0
40,married,primary,yes,yes,unknown,jun,59,,no,0
47,married,secondary,yes,no,unknown,may,146,,no,0
49,married,secondary,yes,no,unknown,may,310,,no,0
31,married,tertiary,yes,no,cellular,mar,73,,no,0
31,single,tertiary,yes,no,cellular,feb,158,92.0,yes,1
32,married,secondary,yes,yes,cellular,aug,79,,no,0
53,single,secondary,yes,no,cellular,feb,108,92.0,no,1
40,single,unknown,yes,no,unknown,may,619,,no,0
27,single,secondary,yes,yes,cellular,may,687,300.0,no,1
46,married,primary,no,yes,unknown,jun,166,,no,0
38,married,tertiary,yes,no,unknown,may,31,,no,0
45,married,secondary,yes,yes,cellular,jul,276,,no,0
45,married,secondary,yes,no,cellular,feb,872,,yes,0
28,single,tertiary,no,yes,cellular,may,115,,no,0
50,married,primary,no,yes,unknown,jul,71,,no,0
37,divorced,secondary,yes,no,unknown,may,345,,no,0
58,married,secondary,yes,no,cellular,feb,1823,205.0,no,1
30,married,tertiary,no,no,cellular,aug,293,,no,0
54,married,secondary,no,no,cellular,aug,87,,no,0
46,single,tertiary,no,no,cellular,jul,85,,no,0
29,married,secondary,no,yes,cellular,feb,172,,yes,0
37,single,tertiary,no,no,unknown,jun,442,,no,0
33,married,secondary,yes,no,unknown,may,245,,no,0
49,married,tertiary,no,no,cellular,jul,87,,no,0
30,single,tertiary,no,no,cellular,feb,30,,no,0
18,single,primary,no,no,cellular,aug,267,,yes,0
31,single,secondary,no,no,cellular,jan,366,,no,0
59,married,secondary,yes,no,telephone,jul,498,,no,0
35,single,unknown,no,no,cellular,may,272,,no,0
51,single,tertiary,no,no,cellular,may,8,,no,0
55,divorced,secondary,yes,no,cellular,aug,78,,no,0
33,single,secondary,no,no,cellular,feb,345,,no,0
30,single,secondary,yes,no,cellular,feb,259,260.0,no,1
51,married,secondary,no,no,unknown,jun,9,,no,0
33,single,tertiary,yes,no,cellular,may,17,349.0,no,1
36,married,secondary,yes,yes,cellular,nov,250,,no,0
31,married,tertiary,no,no,cellular,aug,220,,no,0
37,divorced,secondary,yes,no,cellular,may,169,352.0,no,1
42,married,secondary,yes,yes,cellular,may,225,365.0,no,1
36,married,unknown,no,no,unknown,jun,41,,no,0
33,married,tertiary,yes,no,cellular,may,158,202.0,no,1
58,married,primary,no,no,telephone,jun,247,,no,0
30,single,tertiary,no,no,cellular,aug,61,,no,0
46,married,secondary,yes,yes,unknown,may,145,,no,0
47,married,tertiary,no,no,cellular,nov,120,,no,0
34,married,tertiary,no,no,cellular,aug,170,,no,0
40,married,tertiary,yes,yes,cellular,aug,166,,no,0
31,single,secondary,no,no,cellular,oct,477,,no,0
37,single,tertiary,no,no,cellular,aug,259,,no,0
49,single,tertiary,no,no,cellular,aug,470,97.0,yes,1
36,divorced,tertiary,no,no,cellular,jun,104,,no,0
55,married,secondary,yes,no,unknown,may,309,,no,0
52,divorced,secondary,yes,no,unknown,jun,27,,no,0
57,married,primary,no,no,cellular,nov,570,,no,0
39,married,primary,yes,no,unknown,jun,490,,no,0
34,divorced,unknown,no,yes,cellular,jul,245,,no,0
